run_accession	sample_accession	sample_alias	sample_title	experiment_title	library_layout	study_accession	study_title	center_name	fastq_ftp	collection_date
SRR397160	SAMN00771135	A02742	Normal colon epithelium - Subject 0005-044	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02742	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397160/SRR397160_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397160/SRR397160_2.fastq.gz	
SRR397161	SAMN00771136	A02743	Normal colon epithelium - Subject 0005-047	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02743	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397161/SRR397161_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397161/SRR397161_2.fastq.gz	
SRR397162	SAMN00771137	A02744	Normal colon epithelium - Subject 0005-049	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02744	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397162/SRR397162_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397162/SRR397162_2.fastq.gz	
SRR397163	SAMN00771138	A02745	Normal colon epithelium - Subject 0005-050	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02745	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397163/SRR397163_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397163/SRR397163_2.fastq.gz	
SRR397166	SAMN00771141	A02748	Normal colon epithelium - Subject 0005-054	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02748	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397166/SRR397166_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397166/SRR397166_2.fastq.gz	
SRR397167	SAMN00771142	A02749	Normal colon epithelium - Subject 0005-056	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02749	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397167/SRR397167_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397167/SRR397167_2.fastq.gz	
SRR397170	SAMN00771145	A02752	Normal colon epithelium - Subject 0005-059	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02752	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397170/SRR397170_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397170/SRR397170_2.fastq.gz	
SRR397171	SAMN00771146	A02753	Normal colon epithelium - Subject 0005-060	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02753	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397171/SRR397171_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397171/SRR397171_2.fastq.gz	
SRR397173	SAMN00771148	A02755	Normal colon epithelium - Subject 0005-063	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02755	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397173/SRR397173_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397173/SRR397173_2.fastq.gz	
SRR397175	SAMN00771150	A02757	Normal colon epithelium - Subject 0005-065	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02757	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397175/SRR397175_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397175/SRR397175_2.fastq.gz	
SRR397178	SAMN00771153	A04410	Colorectal tumour - Subject 0005-068	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A04410	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397178/SRR397178_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397178/SRR397178_2.fastq.gz	
SRR397179	SAMN00771154	A04411	Colorectal tumour - Subject 0005-069	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A04411	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397179/SRR397179_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397179/SRR397179_2.fastq.gz	
SRR397180	SAMN00771155	A04412	Colorectal tumour - Subject 0005-070	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A04412	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397180/SRR397180_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397180/SRR397180_2.fastq.gz	
SRR397185	SAMN00771160	A04417	Colorectal tumour - Subject 0005-076	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A04417	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397185/SRR397185_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397185/SRR397185_2.fastq.gz	
SRR397186	SAMN00771161	A04419	Colorectal tumour - Subject 0005-079	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A04419	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397186/SRR397186_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397186/SRR397186_2.fastq.gz	
SRR397188	SAMN00771163	A04421	Colorectal tumour - Subject 0005-083	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A04421	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397188/SRR397188_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397188/SRR397188_2.fastq.gz	
SRR397190	SAMN00771165	A04423	Colorectal tumour - Subject 0005-086	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A04423	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397190/SRR397190_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397190/SRR397190_2.fastq.gz	
SRR397191	SAMN00771166	A04424	Colorectal tumour - Subject 0005-087	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A04424	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397191/SRR397191_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397191/SRR397191_2.fastq.gz	
SRR397194	SAMN00771169	A04427	Colorectal tumour - Subject 0005-090	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A04427	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397194/SRR397194_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397194/SRR397194_2.fastq.gz	
SRR397195	SAMN00771170	A04428	Colorectal tumour - Subject 0005-091	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A04428	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397195/SRR397195_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397195/SRR397195_2.fastq.gz	
SRR397196	SAMN00771171	A04429	Colorectal tumour - Subject 0005-092	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A04429	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397196/SRR397196_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397196/SRR397196_2.fastq.gz	
SRR397203	SAMN00771178	A04436	Colorectal tumour - Subject 0005-099	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A04436	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397203/SRR397203_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397203/SRR397203_2.fastq.gz	
SRR397208	SAMN00771183	A04441	Normal colon epithelium - Subject 0005-068	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A04441	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397208/SRR397208_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397208/SRR397208_2.fastq.gz	
SRR397211	SAMN00771186	A04444	Normal colon epithelium - Subject 0005-071	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A04444	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397211/SRR397211_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397211/SRR397211_2.fastq.gz	
SRR397213	SAMN00771188	A04446	Normal colon epithelium - Subject 0005-074	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A04446	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397213/SRR397213_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397213/SRR397213_2.fastq.gz	
SRR397214	SAMN00771189	A04447	Normal colon epithelium - Subject 0005-075	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A04447	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397214/SRR397214_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397214/SRR397214_2.fastq.gz	
SRR397219	SAMN00771194	A04453	Normal colon epithelium - Subject 0005-085	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A04453	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397219/SRR397219_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397219/SRR397219_2.fastq.gz	
SRR397232	SAMN00771207	A04466	Normal colon epithelium - Subject 0005-098	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A04466	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397232/SRR397232_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397232/SRR397232_2.fastq.gz	
SRR397234	SAMN00771209	A04468	Normal colon epithelium - Subject 0005-100	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A04468	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397234/SRR397234_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397234/SRR397234_2.fastq.gz	
SRR397236	SAMN00771151	A04408	Colorectal tumour - Subject 0005-066	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A04408	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397236/SRR397236_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397236/SRR397236_2.fastq.gz	
SRR397242	SAMN00771157	A04414	Colorectal tumour - Subject 0005-073	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A04414	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397242/SRR397242_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397242/SRR397242_2.fastq.gz	
SRR397243	SAMN00771158	A04415	Colorectal tumour - Subject 0005-074	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A04415	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397243/SRR397243_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397243/SRR397243_2.fastq.gz	
SRR397247	SAMN00771162	A04420	Colorectal tumour - Subject 0005-081	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A04420	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397247/SRR397247_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397247/SRR397247_2.fastq.gz	
SRR397249	SAMN00771164	A04422	Colorectal tumour - Subject 0005-085	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A04422	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397249/SRR397249_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397249/SRR397249_2.fastq.gz	
SRR397252	SAMN00771167	A04425	Colorectal tumour - Subject 0005-088	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A04425	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397252/SRR397252_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397252/SRR397252_2.fastq.gz	
SRR397253	SAMN00771168	A04426	Colorectal tumour - Subject 0005-089	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A04426	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397253/SRR397253_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397253/SRR397253_2.fastq.gz	
SRR397254	SAMN00771169	A04427	Colorectal tumour - Subject 0005-090	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A04427	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397254/SRR397254_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397254/SRR397254_2.fastq.gz	
SRR397258	SAMN00771173	A04431	Colorectal tumour - Subject 0005-094	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A04431	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397258/SRR397258_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397258/SRR397258_2.fastq.gz	
SRR397260	SAMN00771175	A04433	Colorectal tumour - Subject 0005-096	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A04433	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397260/SRR397260_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397260/SRR397260_2.fastq.gz	
SRR397261	SAMN00771176	A04434	Colorectal tumour - Subject 0005-097	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A04434	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397261/SRR397261_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397261/SRR397261_2.fastq.gz	
SRR397264	SAMN00771179	A04437	Colorectal tumour - Subject 0005-100	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A04437	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397264/SRR397264_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397264/SRR397264_2.fastq.gz	
SRR397265	SAMN00771180	A04438	Colorectal tumour - Subject 0005-101	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A04438	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397265/SRR397265_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397265/SRR397265_2.fastq.gz	
SRR397268	SAMN00771183	A04441	Normal colon epithelium - Subject 0005-068	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A04441	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397268/SRR397268_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397268/SRR397268_2.fastq.gz	
SRR397270	SAMN00771185	A04443	Normal colon epithelium - Subject 0005-070	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A04443	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397270/SRR397270_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397270/SRR397270_2.fastq.gz	
SRR397271	SAMN00771186	A04444	Normal colon epithelium - Subject 0005-071	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A04444	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397271/SRR397271_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397271/SRR397271_2.fastq.gz	
SRR397276	SAMN00771191	A04450	Normal colon epithelium - Subject 0005-079	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A04450	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397276/SRR397276_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397276/SRR397276_2.fastq.gz	
SRR397280	SAMN00771195	A04454	Normal colon epithelium - Subject 0005-086	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A04454	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397280/SRR397280_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397280/SRR397280_2.fastq.gz	
SRR397281	SAMN00771196	A04455	Normal colon epithelium - Subject 0005-087	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A04455	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397281/SRR397281_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397281/SRR397281_2.fastq.gz	
SRR397290	SAMN00771205	A04464	Normal colon epithelium - Subject 0005-096	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A04464	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397290/SRR397290_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397290/SRR397290_2.fastq.gz	
SRR397292	SAMN00771207	A04466	Normal colon epithelium - Subject 0005-098	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A04466	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397292/SRR397292_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397292/SRR397292_2.fastq.gz	
SRR397295	SAMN00771210	A04469	Normal colon epithelium - Subject 0005-101	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A04469	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397295/SRR397295_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397295/SRR397295_2.fastq.gz	
SRR397296	SAMN00771151	A04408	Colorectal tumour - Subject 0005-066	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A04408	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397296/SRR397296_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397296/SRR397296_2.fastq.gz	
SRR397298	SAMN00771153	A04410	Colorectal tumour - Subject 0005-068	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A04410	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397298/SRR397298_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397298/SRR397298_2.fastq.gz	
SRR397304	SAMN00771159	A04416	Colorectal tumour - Subject 0005-075	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A04416	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397304/SRR397304_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397304/SRR397304_2.fastq.gz	
SRR397306	SAMN00771161	A04419	Colorectal tumour - Subject 0005-079	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A04419	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397306/SRR397306_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397306/SRR397306_2.fastq.gz	
SRR397307	SAMN00771162	A04420	Colorectal tumour - Subject 0005-081	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A04420	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397307/SRR397307_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397307/SRR397307_2.fastq.gz	
SRR397311	SAMN00771166	A04424	Colorectal tumour - Subject 0005-087	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A04424	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397311/SRR397311_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397311/SRR397311_2.fastq.gz	
SRR397314	SAMN00771169	A04427	Colorectal tumour - Subject 0005-090	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A04427	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397314/SRR397314_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397314/SRR397314_2.fastq.gz	
SRR397315	SAMN00771170	A04428	Colorectal tumour - Subject 0005-091	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A04428	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397315/SRR397315_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397315/SRR397315_2.fastq.gz	
SRR397318	SAMN00771173	A04431	Colorectal tumour - Subject 0005-094	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A04431	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397318/SRR397318_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397318/SRR397318_2.fastq.gz	
SRR397323	SAMN00771178	A04436	Colorectal tumour - Subject 0005-099	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A04436	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397323/SRR397323_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397323/SRR397323_2.fastq.gz	
SRR397339	SAMN00771194	A04453	Normal colon epithelium - Subject 0005-085	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A04453	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397339/SRR397339_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397339/SRR397339_2.fastq.gz	
SRR397340	SAMN00771195	A04454	Normal colon epithelium - Subject 0005-086	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A04454	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397340/SRR397340_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397340/SRR397340_2.fastq.gz	
SRR397342	SAMN00771197	A04456	Normal colon epithelium - Subject 0005-088	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A04456	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397342/SRR397342_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397342/SRR397342_2.fastq.gz	
