run_accession	sample_accession	sample_alias	sample_title	experiment_title	library_layout	study_accession	study_title	center_name	fastq_ftp	collection_date
SRR397345	SAMN00771200	A04459	Normal colon epithelium - Subject 0005-091	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A04459	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397345/SRR397345_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397345/SRR397345_2.fastq.gz	
SRR397352	SAMN00771207	A04466	Normal colon epithelium - Subject 0005-098	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A04466	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397352/SRR397352_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397352/SRR397352_2.fastq.gz	
SRR397355	SAMN00771210	A04469	Normal colon epithelium - Subject 0005-101	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A04469	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397355/SRR397355_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397355/SRR397355_2.fastq.gz	
SRR397357	SAMN00771152	A04409	Colorectal tumour - Subject 0005-067	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A04409	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397357/SRR397357_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397357/SRR397357_2.fastq.gz	
SRR397360	SAMN00771155	A04412	Colorectal tumour - Subject 0005-070	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A04412	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397360/SRR397360_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397360/SRR397360_2.fastq.gz	
SRR397361	SAMN00771156	A04413	Colorectal tumour - Subject 0005-071	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A04413	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397361/SRR397361_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397361/SRR397361_2.fastq.gz	
SRR397363	SAMN00771158	A04415	Colorectal tumour - Subject 0005-074	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A04415	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397363/SRR397363_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397363/SRR397363_2.fastq.gz	
SRR397366	SAMN00771161	A04419	Colorectal tumour - Subject 0005-079	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A04419	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397366/SRR397366_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397366/SRR397366_2.fastq.gz	
SRR397367	SAMN00771162	A04420	Colorectal tumour - Subject 0005-081	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A04420	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397367/SRR397367_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397367/SRR397367_2.fastq.gz	
SRR397371	SAMN00771166	A04424	Colorectal tumour - Subject 0005-087	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A04424	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397371/SRR397371_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397371/SRR397371_2.fastq.gz	
SRR397372	SAMN00771167	A04425	Colorectal tumour - Subject 0005-088	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A04425	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397372/SRR397372_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397372/SRR397372_2.fastq.gz	
SRR397375	SAMN00771170	A04428	Colorectal tumour - Subject 0005-091	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A04428	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397375/SRR397375_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397375/SRR397375_2.fastq.gz	
SRR397377	SAMN00771172	A04430	Colorectal tumour - Subject 0005-093	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A04430	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397377/SRR397377_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397377/SRR397377_2.fastq.gz	
SRR397380	SAMN00771175	A04433	Colorectal tumour - Subject 0005-096	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A04433	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397380/SRR397380_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397380/SRR397380_2.fastq.gz	
SRR397382	SAMN00771177	A04435	Colorectal tumour - Subject 0005-098	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A04435	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397382/SRR397382_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397382/SRR397382_2.fastq.gz	
SRR397386	SAMN00771181	A04439	Normal colon epithelium - Subject 0005-066	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A04439	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397386/SRR397386_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397386/SRR397386_2.fastq.gz	
SRR397388	SAMN00771183	A04441	Normal colon epithelium - Subject 0005-068	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A04441	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397388/SRR397388_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397388/SRR397388_2.fastq.gz	
SRR397398	SAMN00771193	A04452	Normal colon epithelium - Subject 0005-083	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A04452	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397398/SRR397398_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397398/SRR397398_2.fastq.gz	
SRR397400	SAMN00771195	A04454	Normal colon epithelium - Subject 0005-086	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A04454	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397400/SRR397400_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397400/SRR397400_2.fastq.gz	
SRR397401	SAMN00771196	A04455	Normal colon epithelium - Subject 0005-087	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A04455	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397401/SRR397401_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397401/SRR397401_2.fastq.gz	
SRR397403	SAMN00771198	A04457	Normal colon epithelium - Subject 0005-089	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A04457	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397403/SRR397403_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397403/SRR397403_2.fastq.gz	
SRR397404	SAMN00771199	A04458	Normal colon epithelium - Subject 0005-090	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A04458	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397404/SRR397404_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397404/SRR397404_2.fastq.gz	
SRR397408	SAMN00771203	A04462	Normal colon epithelium - Subject 0005-094	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A04462	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397408/SRR397408_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397408/SRR397408_2.fastq.gz	
SRR397409	SAMN00771204	A04463	Normal colon epithelium - Subject 0005-095	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A04463	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397409/SRR397409_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397409/SRR397409_2.fastq.gz	
SRR397415	SAMN00771210	A04469	Normal colon epithelium - Subject 0005-101	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A04469	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397415/SRR397415_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397415/SRR397415_2.fastq.gz	
SRR396889	SAMN00771080	A02687	Colorectal tumour - Subject 0005-014	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02687	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396889/SRR396889_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396889/SRR396889_2.fastq.gz	
SRR396895	SAMN00771086	A02693	Colorectal tumour - Subject 0005-027	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02693	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396895/SRR396895_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396895/SRR396895_2.fastq.gz	
SRR396902	SAMN00771093	A02700	Colorectal tumour - Subject 0005-035	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02700	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396902/SRR396902_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396902/SRR396902_2.fastq.gz	
SRR396904	SAMN00771095	A02702	Colorectal tumour - Subject 0005-037	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02702	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396904/SRR396904_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396904/SRR396904_2.fastq.gz	
SRR396910	SAMN00771101	A02708	Colorectal tumour - Subject 0005-049	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02708	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396910/SRR396910_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396910/SRR396910_2.fastq.gz	
SRR396911	SAMN00771102	A02709	Colorectal tumour - Subject 0005-050	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02709	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396911/SRR396911_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396911/SRR396911_2.fastq.gz	
SRR396917	SAMN00771108	A02715	Colorectal tumour - Subject 0005-058	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02715	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396917/SRR396917_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396917/SRR396917_2.fastq.gz	
SRR396922	SAMN00771113	A02720	Colorectal tumour - Subject 0005-064	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02720	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396922/SRR396922_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396922/SRR396922_2.fastq.gz	
SRR396923	SAMN00771114	A02721	Colorectal tumour - Subject 0005-065	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02721	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396923/SRR396923_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396923/SRR396923_2.fastq.gz	
SRR396925	SAMN00771116	A02723	Normal colon epithelium - Subject 0005-014	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02723	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396925/SRR396925_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396925/SRR396925_2.fastq.gz	
SRR396931	SAMN00771122	A02729	Normal colon epithelium - Subject 0005-027	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02729	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396931/SRR396931_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396931/SRR396931_2.fastq.gz	
SRR396932	SAMN00771123	A02730	Normal colon epithelium - Subject 0005-028	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02730	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396932/SRR396932_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396932/SRR396932_2.fastq.gz	
SRR396933	SAMN00771124	A02731	Normal colon epithelium - Subject 0005-030	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02731	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396933/SRR396933_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396933/SRR396933_2.fastq.gz	
SRR396936	SAMN00771127	A02734	Normal colon epithelium - Subject 0005-033	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02734	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396936/SRR396936_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396936/SRR396936_2.fastq.gz	
SRR396938	SAMN00771129	A02736	Normal colon epithelium - Subject 0005-035	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02736	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396938/SRR396938_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396938/SRR396938_2.fastq.gz	
SRR396941	SAMN00771132	A02739	Normal colon epithelium - Subject 0005-040	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02739	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396941/SRR396941_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396941/SRR396941_2.fastq.gz	
SRR396944	SAMN00771135	A02742	Normal colon epithelium - Subject 0005-044	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02742	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396944/SRR396944_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396944/SRR396944_2.fastq.gz	
SRR396945	SAMN00771136	A02743	Normal colon epithelium - Subject 0005-047	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02743	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396945/SRR396945_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396945/SRR396945_2.fastq.gz	
SRR396946	SAMN00771137	A02744	Normal colon epithelium - Subject 0005-049	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02744	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396946/SRR396946_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396946/SRR396946_2.fastq.gz	
SRR396947	SAMN00771138	A02745	Normal colon epithelium - Subject 0005-050	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02745	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396947/SRR396947_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396947/SRR396947_2.fastq.gz	
SRR396958	SAMN00771149	A02756	Normal colon epithelium - Subject 0005-064	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02756	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396958/SRR396958_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396958/SRR396958_2.fastq.gz	
SRR396959	SAMN00771150	A02757	Normal colon epithelium - Subject 0005-065	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02757	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396959/SRR396959_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396959/SRR396959_2.fastq.gz	
SRR396960	SAMN00771079	A02686	Colorectal tumour - Subject 0005-013	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02686	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396960/SRR396960_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396960/SRR396960_2.fastq.gz	
SRR396964	SAMN00771083	A02690	Colorectal tumour - Subject 0005-020	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02690	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396964/SRR396964_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396964/SRR396964_2.fastq.gz	
SRR396969	SAMN00771088	A02695	Colorectal tumour - Subject 0005-030	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02695	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396969/SRR396969_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396969/SRR396969_2.fastq.gz	
SRR396973	SAMN00771092	A02699	Colorectal tumour - Subject 0005-034	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02699	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396973/SRR396973_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396973/SRR396973_2.fastq.gz	
SRR396975	SAMN00771094	A02701	Colorectal tumour - Subject 0005-036	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02701	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396975/SRR396975_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396975/SRR396975_2.fastq.gz	
SRR396978	SAMN00771097	A02704	Colorectal tumour - Subject 0005-042	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02704	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396978/SRR396978_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396978/SRR396978_2.fastq.gz	
SRR396979	SAMN00771098	A02705	Colorectal tumour - Subject 0005-043	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02705	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396979/SRR396979_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396979/SRR396979_2.fastq.gz	
SRR396980	SAMN00771099	A02706	Colorectal tumour - Subject 0005-044	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02706	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396980/SRR396980_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396980/SRR396980_2.fastq.gz	
SRR396983	SAMN00771102	A02709	Colorectal tumour - Subject 0005-050	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02709	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396983/SRR396983_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396983/SRR396983_2.fastq.gz	
SRR396998	SAMN00771117	A02724	Normal colon epithelium - Subject 0005-017	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02724	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396998/SRR396998_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396998/SRR396998_2.fastq.gz	
SRR396999	SAMN00771118	A02725	Normal colon epithelium - Subject 0005-019	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02725	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396999/SRR396999_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396999/SRR396999_2.fastq.gz	
SRR397000	SAMN00771119	A02726	Normal colon epithelium - Subject 0005-020	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02726	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397000/SRR397000_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397000/SRR397000_2.fastq.gz	
SRR397003	SAMN00771122	A02729	Normal colon epithelium - Subject 0005-027	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02729	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397003/SRR397003_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397003/SRR397003_2.fastq.gz	
SRR397005	SAMN00771124	A02731	Normal colon epithelium - Subject 0005-030	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02731	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397005/SRR397005_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397005/SRR397005_2.fastq.gz	
SRR397006	SAMN00771125	A02732	Normal colon epithelium - Subject 0005-031	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02732	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397006/SRR397006_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397006/SRR397006_2.fastq.gz	
SRR397009	SAMN00771128	A02735	Normal colon epithelium - Subject 0005-034	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02735	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397009/SRR397009_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397009/SRR397009_2.fastq.gz	
SRR397018	SAMN00771137	A02744	Normal colon epithelium - Subject 0005-049	Illumina HiSeq 2000 sequencing: RNA-Seq analysis of A02744	PAIRED	PRJNA274775	Derivation of HLA types from shotgun sequence datasets	BCCAGSC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397018/SRR397018_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397018/SRR397018_2.fastq.gz	
