SRR397013	PAIRED	SRR397013_1.fastq.gz	SRR397013_2.fastq.gz
SRR397016	PAIRED	SRR397016_1.fastq.gz	SRR397016_2.fastq.gz
SRR397017	PAIRED	SRR397017_1.fastq.gz	SRR397017_2.fastq.gz
SRR397022	PAIRED	SRR397022_1.fastq.gz	SRR397022_2.fastq.gz
SRR397024	PAIRED	SRR397024_1.fastq.gz	SRR397024_2.fastq.gz
SRR397027	PAIRED	SRR397027_1.fastq.gz	SRR397027_2.fastq.gz
SRR397029	PAIRED	SRR397029_1.fastq.gz	SRR397029_2.fastq.gz
SRR397039	PAIRED	SRR397039_1.fastq.gz	SRR397039_2.fastq.gz
SRR397042	PAIRED	SRR397042_1.fastq.gz	SRR397042_2.fastq.gz
SRR397047	PAIRED	SRR397047_1.fastq.gz	SRR397047_2.fastq.gz
SRR397057	PAIRED	SRR397057_1.fastq.gz	SRR397057_2.fastq.gz
SRR397058	PAIRED	SRR397058_1.fastq.gz	SRR397058_2.fastq.gz
SRR397062	PAIRED	SRR397062_1.fastq.gz	SRR397062_2.fastq.gz
SRR397063	PAIRED	SRR397063_1.fastq.gz	SRR397063_2.fastq.gz
SRR397066	PAIRED	SRR397066_1.fastq.gz	SRR397066_2.fastq.gz
SRR397067	PAIRED	SRR397067_1.fastq.gz	SRR397067_2.fastq.gz
SRR397070	PAIRED	SRR397070_1.fastq.gz	SRR397070_2.fastq.gz
SRR397074	PAIRED	SRR397074_1.fastq.gz	SRR397074_2.fastq.gz
SRR397076	PAIRED	SRR397076_1.fastq.gz	SRR397076_2.fastq.gz
SRR397078	PAIRED	SRR397078_1.fastq.gz	SRR397078_2.fastq.gz
SRR397079	PAIRED	SRR397079_1.fastq.gz	SRR397079_2.fastq.gz
SRR397084	PAIRED	SRR397084_1.fastq.gz	SRR397084_2.fastq.gz
SRR397086	PAIRED	SRR397086_1.fastq.gz	SRR397086_2.fastq.gz
SRR397089	PAIRED	SRR397089_1.fastq.gz	SRR397089_2.fastq.gz
SRR397092	PAIRED	SRR397092_1.fastq.gz	SRR397092_2.fastq.gz
SRR397095	PAIRED	SRR397095_1.fastq.gz	SRR397095_2.fastq.gz
SRR397096	PAIRED	SRR397096_1.fastq.gz	SRR397096_2.fastq.gz
SRR397101	PAIRED	SRR397101_1.fastq.gz	SRR397101_2.fastq.gz
SRR397103	PAIRED	SRR397103_1.fastq.gz	SRR397103_2.fastq.gz
SRR397105	PAIRED	SRR397105_1.fastq.gz	SRR397105_2.fastq.gz
SRR397113	PAIRED	SRR397113_1.fastq.gz	SRR397113_2.fastq.gz
SRR397115	PAIRED	SRR397115_1.fastq.gz	SRR397115_2.fastq.gz
SRR397119	PAIRED	SRR397119_1.fastq.gz	SRR397119_2.fastq.gz
SRR397120	PAIRED	SRR397120_1.fastq.gz	SRR397120_2.fastq.gz
SRR397122	PAIRED	SRR397122_1.fastq.gz	SRR397122_2.fastq.gz
SRR397127	PAIRED	SRR397127_1.fastq.gz	SRR397127_2.fastq.gz
SRR397128	PAIRED	SRR397128_1.fastq.gz	SRR397128_2.fastq.gz
SRR397137	PAIRED	SRR397137_1.fastq.gz	SRR397137_2.fastq.gz
SRR397139	PAIRED	SRR397139_1.fastq.gz	SRR397139_2.fastq.gz
SRR397143	PAIRED	SRR397143_1.fastq.gz	SRR397143_2.fastq.gz
SRR397147	PAIRED	SRR397147_1.fastq.gz	SRR397147_2.fastq.gz
SRR397148	PAIRED	SRR397148_1.fastq.gz	SRR397148_2.fastq.gz
SRR397150	PAIRED	SRR397150_1.fastq.gz	SRR397150_2.fastq.gz
SRR397152	PAIRED	SRR397152_1.fastq.gz	SRR397152_2.fastq.gz
SRR397153	PAIRED	SRR397153_1.fastq.gz	SRR397153_2.fastq.gz
SRR397156	PAIRED	SRR397156_1.fastq.gz	SRR397156_2.fastq.gz
SRR397165	PAIRED	SRR397165_1.fastq.gz	SRR397165_2.fastq.gz
SRR397172	PAIRED	SRR397172_1.fastq.gz	SRR397172_2.fastq.gz
SRR397176	PAIRED	SRR397176_1.fastq.gz	SRR397176_2.fastq.gz
SRR397181	PAIRED	SRR397181_1.fastq.gz	SRR397181_2.fastq.gz
SRR397182	PAIRED	SRR397182_1.fastq.gz	SRR397182_2.fastq.gz
SRR397184	PAIRED	SRR397184_1.fastq.gz	SRR397184_2.fastq.gz
SRR397199	PAIRED	SRR397199_1.fastq.gz	SRR397199_2.fastq.gz
SRR397200	PAIRED	SRR397200_1.fastq.gz	SRR397200_2.fastq.gz
SRR397201	PAIRED	SRR397201_1.fastq.gz	SRR397201_2.fastq.gz
SRR397202	PAIRED	SRR397202_1.fastq.gz	SRR397202_2.fastq.gz
SRR397204	PAIRED	SRR397204_1.fastq.gz	SRR397204_2.fastq.gz
SRR397205	PAIRED	SRR397205_1.fastq.gz	SRR397205_2.fastq.gz
SRR397209	PAIRED	SRR397209_1.fastq.gz	SRR397209_2.fastq.gz
SRR397210	PAIRED	SRR397210_1.fastq.gz	SRR397210_2.fastq.gz
SRR397212	PAIRED	SRR397212_1.fastq.gz	SRR397212_2.fastq.gz
SRR397216	PAIRED	SRR397216_1.fastq.gz	SRR397216_2.fastq.gz
SRR397218	PAIRED	SRR397218_1.fastq.gz	SRR397218_2.fastq.gz
SRR397221	PAIRED	SRR397221_1.fastq.gz	SRR397221_2.fastq.gz
SRR397222	PAIRED	SRR397222_1.fastq.gz	SRR397222_2.fastq.gz
SRR397223	PAIRED	SRR397223_1.fastq.gz	SRR397223_2.fastq.gz
SRR397224	PAIRED	SRR397224_1.fastq.gz	SRR397224_2.fastq.gz
SRR397225	PAIRED	SRR397225_1.fastq.gz	SRR397225_2.fastq.gz
SRR397226	PAIRED	SRR397226_1.fastq.gz	SRR397226_2.fastq.gz
SRR397235	PAIRED	SRR397235_1.fastq.gz	SRR397235_2.fastq.gz
SRR397237	PAIRED	SRR397237_1.fastq.gz	SRR397237_2.fastq.gz
SRR397239	PAIRED	SRR397239_1.fastq.gz	SRR397239_2.fastq.gz
SRR397240	PAIRED	SRR397240_1.fastq.gz	SRR397240_2.fastq.gz
SRR397244	PAIRED	SRR397244_1.fastq.gz	SRR397244_2.fastq.gz
SRR397245	PAIRED	SRR397245_1.fastq.gz	SRR397245_2.fastq.gz
SRR397246	PAIRED	SRR397246_1.fastq.gz	SRR397246_2.fastq.gz
SRR397257	PAIRED	SRR397257_1.fastq.gz	SRR397257_2.fastq.gz
SRR397259	PAIRED	SRR397259_1.fastq.gz	SRR397259_2.fastq.gz
SRR397263	PAIRED	SRR397263_1.fastq.gz	SRR397263_2.fastq.gz
SRR397266	PAIRED	SRR397266_1.fastq.gz	SRR397266_2.fastq.gz
SRR397272	PAIRED	SRR397272_1.fastq.gz	SRR397272_2.fastq.gz
SRR397273	PAIRED	SRR397273_1.fastq.gz	SRR397273_2.fastq.gz
SRR397277	PAIRED	SRR397277_1.fastq.gz	SRR397277_2.fastq.gz
SRR397283	PAIRED	SRR397283_1.fastq.gz	SRR397283_2.fastq.gz
SRR397284	PAIRED	SRR397284_1.fastq.gz	SRR397284_2.fastq.gz
SRR397285	PAIRED	SRR397285_1.fastq.gz	SRR397285_2.fastq.gz
SRR397286	PAIRED	SRR397286_1.fastq.gz	SRR397286_2.fastq.gz
SRR397288	PAIRED	SRR397288_1.fastq.gz	SRR397288_2.fastq.gz
SRR397297	PAIRED	SRR397297_1.fastq.gz	SRR397297_2.fastq.gz
SRR397299	PAIRED	SRR397299_1.fastq.gz	SRR397299_2.fastq.gz
SRR397301	PAIRED	SRR397301_1.fastq.gz	SRR397301_2.fastq.gz
SRR397305	PAIRED	SRR397305_1.fastq.gz	SRR397305_2.fastq.gz
SRR397313	PAIRED	SRR397313_1.fastq.gz	SRR397313_2.fastq.gz
SRR397319	PAIRED	SRR397319_1.fastq.gz	SRR397319_2.fastq.gz
SRR397321	PAIRED	SRR397321_1.fastq.gz	SRR397321_2.fastq.gz
SRR397322	PAIRED	SRR397322_1.fastq.gz	SRR397322_2.fastq.gz
SRR397325	PAIRED	SRR397325_1.fastq.gz	SRR397325_2.fastq.gz
SRR397327	PAIRED	SRR397327_1.fastq.gz	SRR397327_2.fastq.gz
SRR397328	PAIRED	SRR397328_1.fastq.gz	SRR397328_2.fastq.gz
SRR397329	PAIRED	SRR397329_1.fastq.gz	SRR397329_2.fastq.gz
SRR397331	PAIRED	SRR397331_1.fastq.gz	SRR397331_2.fastq.gz
SRR397332	PAIRED	SRR397332_1.fastq.gz	SRR397332_2.fastq.gz
SRR397335	PAIRED	SRR397335_1.fastq.gz	SRR397335_2.fastq.gz
SRR397338	PAIRED	SRR397338_1.fastq.gz	SRR397338_2.fastq.gz
SRR397341	PAIRED	SRR397341_1.fastq.gz	SRR397341_2.fastq.gz
SRR397343	PAIRED	SRR397343_1.fastq.gz	SRR397343_2.fastq.gz
SRR397351	PAIRED	SRR397351_1.fastq.gz	SRR397351_2.fastq.gz
SRR397354	PAIRED	SRR397354_1.fastq.gz	SRR397354_2.fastq.gz
SRR397359	PAIRED	SRR397359_1.fastq.gz	SRR397359_2.fastq.gz
SRR397364	PAIRED	SRR397364_1.fastq.gz	SRR397364_2.fastq.gz
SRR397368	PAIRED	SRR397368_1.fastq.gz	SRR397368_2.fastq.gz
SRR397373	PAIRED	SRR397373_1.fastq.gz	SRR397373_2.fastq.gz
SRR397374	PAIRED	SRR397374_1.fastq.gz	SRR397374_2.fastq.gz
SRR397376	PAIRED	SRR397376_1.fastq.gz	SRR397376_2.fastq.gz
SRR397378	PAIRED	SRR397378_1.fastq.gz	SRR397378_2.fastq.gz
SRR397384	PAIRED	SRR397384_1.fastq.gz	SRR397384_2.fastq.gz
SRR397387	PAIRED	SRR397387_1.fastq.gz	SRR397387_2.fastq.gz
SRR397390	PAIRED	SRR397390_1.fastq.gz	SRR397390_2.fastq.gz
SRR397391	PAIRED	SRR397391_1.fastq.gz	SRR397391_2.fastq.gz
SRR397393	PAIRED	SRR397393_1.fastq.gz	SRR397393_2.fastq.gz
SRR397395	PAIRED	SRR397395_1.fastq.gz	SRR397395_2.fastq.gz
SRR397396	PAIRED	SRR397396_1.fastq.gz	SRR397396_2.fastq.gz
SRR397399	PAIRED	SRR397399_1.fastq.gz	SRR397399_2.fastq.gz
SRR397402	PAIRED	SRR397402_1.fastq.gz	SRR397402_2.fastq.gz
SRR397405	PAIRED	SRR397405_1.fastq.gz	SRR397405_2.fastq.gz
SRR397407	PAIRED	SRR397407_1.fastq.gz	SRR397407_2.fastq.gz
SRR397410	PAIRED	SRR397410_1.fastq.gz	SRR397410_2.fastq.gz
SRR397412	PAIRED	SRR397412_1.fastq.gz	SRR397412_2.fastq.gz
