run_accession	fastq_ftp	fastq_md5	library_layout
SRR397209	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397209/SRR397209_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397209/SRR397209_2.fastq.gz	0fbed189dfd874e3be9beafc98c25654;6fca7b19c1f3f1a3a0b96cc652d92c15	PAIRED
SRR397210	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397210/SRR397210_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397210/SRR397210_2.fastq.gz	43b5e1047cf64885c717da23997fd94c;1485713d60edc43aa118ee155e85ac80	PAIRED
SRR397212	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397212/SRR397212_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397212/SRR397212_2.fastq.gz	f1e4307a32b3ccd334729abf15e6f89f;fe1589659daf1f98544860795700e53d	PAIRED
SRR397216	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397216/SRR397216_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397216/SRR397216_2.fastq.gz	ed368accd849ddd99d6c50c0981f071c;070d34e5196236144550ab004168a51e	PAIRED
SRR397218	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397218/SRR397218_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397218/SRR397218_2.fastq.gz	d2b499fe60a6b75a49e2f98961495db7;2ad25117c3e8b6f4a9f2679eee68dc16	PAIRED
SRR397221	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397221/SRR397221_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397221/SRR397221_2.fastq.gz	93b4e3f2d154305c03e6b5ea52eee3a6;6625f820f2a5475a47a739153991a98a	PAIRED
SRR397222	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397222/SRR397222_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397222/SRR397222_2.fastq.gz	66d0b5005b26b058119e779d1c0f7563;9ebad14c1c72e8aeca1527bd856936ac	PAIRED
SRR397223	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397223/SRR397223_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397223/SRR397223_2.fastq.gz	eced26ecf0e8fb1d64c69d11b9af4232;8ef7440dc2b5a2f77ee7a3d2efd7ed87	PAIRED
SRR397224	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397224/SRR397224_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397224/SRR397224_2.fastq.gz	af1fc5cfbd6f6b1afd987ef2a1706fb0;6e9e6177d8a6611aa9be99f6d9207494	PAIRED
SRR397225	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397225/SRR397225_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397225/SRR397225_2.fastq.gz	e161f22b5b15e6c87c239164af18a75b;ee56c0298a326b65876d627caf5ce359	PAIRED
SRR397226	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397226/SRR397226_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397226/SRR397226_2.fastq.gz	dce20f75a9205eed4a1cee35910dc617;8112a7cd96e5414856d095dd208311c5	PAIRED
SRR397235	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397235/SRR397235_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397235/SRR397235_2.fastq.gz	87a784092faa75b74d55c73854a796e1;b76032a516b2c6b567afd2469135379d	PAIRED
SRR397237	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397237/SRR397237_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397237/SRR397237_2.fastq.gz	6738f7d29e9d6757c4c2535f14ebba37;5293b5d129bb40f7de90e99ce0df1e5a	PAIRED
SRR397239	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397239/SRR397239_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397239/SRR397239_2.fastq.gz	f9e641bf04cc5ff2a89668d66fcaa5fa;0b3338be71feefa0a33c8d8202ba9f84	PAIRED
SRR397240	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397240/SRR397240_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397240/SRR397240_2.fastq.gz	c9d93d7cf3b49ce9c9017ea6b01bbbd2;868b5883d5402d466e6d50e442a8be2a	PAIRED
SRR397244	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397244/SRR397244_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397244/SRR397244_2.fastq.gz	ce5563f9853ef87c8b0979e1b9e855ea;f3a374567e2701e8f854dc447fba5419	PAIRED
SRR397245	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397245/SRR397245_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397245/SRR397245_2.fastq.gz	ed4001910de346010cee3b922a8f465b;d3eb091d6f544d7f9cb95981fa2622cb	PAIRED
SRR397246	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397246/SRR397246_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397246/SRR397246_2.fastq.gz	ea6b19ef949ed86ef3013e17a2318cf5;a584be75bb48a6c5c962bd48585fb20b	PAIRED
SRR397257	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397257/SRR397257_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397257/SRR397257_2.fastq.gz	4a9005dc4672ca94bc0d1aaf711defab;e2e9bcbfc170a8ce55f039bcacc83b50	PAIRED
SRR397259	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397259/SRR397259_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397259/SRR397259_2.fastq.gz	7557c1357b636ac10a13fc11ad43108a;9481afec283fe879bb32f4848c720093	PAIRED
SRR397263	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397263/SRR397263_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397263/SRR397263_2.fastq.gz	190572d909d09c0626662247b5da1662;0f09733922295ad0de228308c69a9679	PAIRED
SRR397266	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397266/SRR397266_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397266/SRR397266_2.fastq.gz	97e314936e1399e274e75198d3f7e90e;888f9ae1a1476e0609c5b08ea9e0d80c	PAIRED
SRR397272	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397272/SRR397272_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397272/SRR397272_2.fastq.gz	bbfb8829c1527f74da807bb2e38da3de;23334246f110fa327b56a22d83b16232	PAIRED
SRR397273	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397273/SRR397273_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397273/SRR397273_2.fastq.gz	dcf641a6271d36d2ce33e5c353e2180d;439a81d7999262def1c066fdc208c439	PAIRED
SRR397277	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397277/SRR397277_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397277/SRR397277_2.fastq.gz	4af8a0e3767f5ace2302948294ee0f1a;19760f488073c8bea9b641fe40b4c03b	PAIRED
SRR397283	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397283/SRR397283_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397283/SRR397283_2.fastq.gz	51dd51d008743116940f4b4cf6ecac6d;579812a292adbab5ece2e21ee15012e4	PAIRED
SRR397284	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397284/SRR397284_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397284/SRR397284_2.fastq.gz	25622d5902628d8e1be1555a786990b3;138f8c60b6d5c9df104f10e13d3fe890	PAIRED
SRR397285	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397285/SRR397285_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397285/SRR397285_2.fastq.gz	299755afb254b21a7f744fad145dbd0d;5b04b766a35f22eeabf369885ae2fc5b	PAIRED
SRR397286	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397286/SRR397286_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397286/SRR397286_2.fastq.gz	72834c8bcdcb1b666f0ab4cc61c63b6c;88a0641b4c6cb29d190c42802c74aed9	PAIRED
SRR397288	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397288/SRR397288_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397288/SRR397288_2.fastq.gz	27385c978774e9ff5b342e540bbaa70a;6f3701717c240d45df10afa4e35379f1	PAIRED
SRR397297	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397297/SRR397297_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397297/SRR397297_2.fastq.gz	84ebd0e0053784273cf7be9b31baf0e3;875e31553b1cc84a406192484ed05a2e	PAIRED
SRR397299	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397299/SRR397299_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397299/SRR397299_2.fastq.gz	5aabe0c137720078df4ed38db3f7692b;29d3e4e73f1a130522ae7316ef4a1751	PAIRED
SRR397301	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397301/SRR397301_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397301/SRR397301_2.fastq.gz	8ac6a9edce59cc0d3e82d077b42bebbb;ac308b083bda9287b5da6b818a8d236a	PAIRED
SRR397305	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397305/SRR397305_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397305/SRR397305_2.fastq.gz	3b3c27606628c81fbbf7aaf50077c0e3;8d64cbf705ddbd654da31457b26a1d96	PAIRED
SRR397313	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397313/SRR397313_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397313/SRR397313_2.fastq.gz	7a44bbce23194420b4257d77e9e08578;054853e3cd24bed53d0bb1c4853f468c	PAIRED
SRR397319	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397319/SRR397319_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397319/SRR397319_2.fastq.gz	8d89efe870782dcff7621d840f7380d9;8196e58c9ba05fca6fc426702684ba61	PAIRED
SRR397321	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397321/SRR397321_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397321/SRR397321_2.fastq.gz	5de6ad0cf013582592f39318ce026ffc;09a49696f75dacf9e70fb005f09bb3d4	PAIRED
SRR397322	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397322/SRR397322_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397322/SRR397322_2.fastq.gz	3ac6986b4cb0f21711ab28c1554f3c8f;1f2f2ca035c530c5b8b2500b30568e9c	PAIRED
SRR397325	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397325/SRR397325_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397325/SRR397325_2.fastq.gz	8db70c0f1a84435ee849278d23b346c6;0202d2ccdbeeccb66671732a0b9de29c	PAIRED
SRR397327	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397327/SRR397327_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397327/SRR397327_2.fastq.gz	4794814022c3aedff6e90f95df190b7b;fc2bf7efe37f5f4819ff99a6e98a09cf	PAIRED
SRR397328	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397328/SRR397328_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397328/SRR397328_2.fastq.gz	c2baf36ef094307fae6ed69a1c952596;d5bde557028a3950809a1bc6d5c122b1	PAIRED
SRR397329	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397329/SRR397329_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397329/SRR397329_2.fastq.gz	334f101f1f70599c8783a968080a5f6a;1ad073c697ca9ddb19c9b855a7c373d5	PAIRED
SRR397331	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397331/SRR397331_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397331/SRR397331_2.fastq.gz	cf9db55788cda268674fe8e4e026dbac;7723b0fe5c7254467f12a3fa8c95ea83	PAIRED
SRR397332	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397332/SRR397332_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397332/SRR397332_2.fastq.gz	536d1662fbcb319d3843c969ced9f16d;8a098b10fe9f9ece38d563ba3701afa4	PAIRED
SRR397335	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397335/SRR397335_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397335/SRR397335_2.fastq.gz	dbaf66bc98c6a2fe8c804ccca3cf242f;fba7e166f72ddb595e1c96981922eb26	PAIRED
SRR397338	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397338/SRR397338_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397338/SRR397338_2.fastq.gz	078fea9f435b83762dda055887bf5ba5;5473d2ceecd6ece8e86bca5d308b9162	PAIRED
SRR397341	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397341/SRR397341_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397341/SRR397341_2.fastq.gz	5ad0204ac0391a052367ae6fba01210f;97da1c1e35be0f648439f869ef4fbebd	PAIRED
SRR397343	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397343/SRR397343_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397343/SRR397343_2.fastq.gz	a9be33065d1ce0ff4d4fd296ad271633;bc168ce4c637b6c5e46038e9db5dcb67	PAIRED
SRR397351	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397351/SRR397351_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397351/SRR397351_2.fastq.gz	ed571593fbf1a64fb577d8c2b73ebf19;6d2c4d80a21fdb2d3a5c0d7c8597c34f	PAIRED
SRR397354	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397354/SRR397354_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397354/SRR397354_2.fastq.gz	f4b880120c1747709bb7ca6332e4369f;e0d2b2938b2c77b0da52688bf349cc06	PAIRED
SRR397359	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397359/SRR397359_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397359/SRR397359_2.fastq.gz	e805f3813ac50f8eed55e4c5e8805108;a399b54acf7a6a45013611a947d179c0	PAIRED
SRR397364	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397364/SRR397364_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397364/SRR397364_2.fastq.gz	854c9d8167a0ef93194fb48b4481cdf7;42cc35a4cfcf372b7572a178341273ab	PAIRED
SRR397368	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397368/SRR397368_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397368/SRR397368_2.fastq.gz	c7e328a54f21bb7647d1ccbe371d750e;307e9600fe59c0ca2ad1f44374f3ac55	PAIRED
SRR397373	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397373/SRR397373_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397373/SRR397373_2.fastq.gz	8ef135c32e8e2663c3d75dd6fae9f3f2;37d0ef3fe068a4fc280b9dee04fa0c26	PAIRED
SRR397374	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397374/SRR397374_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397374/SRR397374_2.fastq.gz	8875c3548175f87188cd86837e489b23;2a14960741b89bd3fdf2b4b1ad597b32	PAIRED
SRR397376	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397376/SRR397376_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397376/SRR397376_2.fastq.gz	b9b8d719548bd544a371e4c898900726;9ef9c6216f0bc9fa68ca38e56acc17da	PAIRED
SRR397378	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397378/SRR397378_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397378/SRR397378_2.fastq.gz	4588a0671421886941734fff7c13c1ba;5e466b89347088462b2b85109702f1da	PAIRED
SRR397384	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397384/SRR397384_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397384/SRR397384_2.fastq.gz	2a62ac957e879aa04fdcfc7702280a86;36015f5e32b58034dedca9e96890b882	PAIRED
SRR397387	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397387/SRR397387_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397387/SRR397387_2.fastq.gz	f1229c6cf5af0295f0cc35fd2eb8a3fd;1c9455ac5a051cb37f0b7295df465d90	PAIRED
SRR397390	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397390/SRR397390_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397390/SRR397390_2.fastq.gz	a63a9cc63bee866ef6757e7f9743386d;4cc9b182e2b160c269784c07c5c1a5c7	PAIRED
SRR397391	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397391/SRR397391_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397391/SRR397391_2.fastq.gz	d46b9a5f35cf82ced624cf364d728fd5;f31a8d07b9c6306f6aaafe1c0edcb99d	PAIRED
SRR397393	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397393/SRR397393_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397393/SRR397393_2.fastq.gz	d888c27f263a2b7525d03168c856235c;4c6d9966ccc3a37a3441ea9d387e64dd	PAIRED
SRR397395	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397395/SRR397395_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397395/SRR397395_2.fastq.gz	98772607e255a2ae47e456ef10a7f5f2;2ee676bba106ae1b7c51d5b4638ca23a	PAIRED
SRR397396	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397396/SRR397396_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397396/SRR397396_2.fastq.gz	4208662083a7558c84d01b10182902b0;532135d3620f8baf6d4207ae3b3c051a	PAIRED
SRR397399	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397399/SRR397399_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397399/SRR397399_2.fastq.gz	5fc83eeae6e64a0704509325c488870f;500fa7b15f2e3c71f6106f0e8e938dd9	PAIRED
SRR397402	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397402/SRR397402_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397402/SRR397402_2.fastq.gz	75c02659ee504868bc41ca6ced652545;1d1a7357d895311515dfd9ef4c10984b	PAIRED
SRR397405	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397405/SRR397405_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397405/SRR397405_2.fastq.gz	3de002c6b78f0296e93dc949218b4a8d;9a95d484654124363b9b85b4a19068d1	PAIRED
SRR397407	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397407/SRR397407_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397407/SRR397407_2.fastq.gz	fd7326c0a85f4177148ef3b08c36402b;717d9578cb656225240f8c92498790be	PAIRED
SRR397410	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397410/SRR397410_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397410/SRR397410_2.fastq.gz	efead476475cc606fdb4803c6c0f9563;819704c5bc259fa9f62f3160abfdf82e	PAIRED
SRR397412	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397412/SRR397412_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397412/SRR397412_2.fastq.gz	34d9aea314fd63961132b5ca97259d69;c1114635d0be33487d4f9f22277d7773	PAIRED
SRR397413	ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397413/SRR397413_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR397/SRR397413/SRR397413_2.fastq.gz	03f3b964059c7d2a8a5ab6be4e6b5174;faf9cd6ea20d04d1f23f27f62107b2ec	PAIRED
SRR748241	ftp.sra.ebi.ac.uk/vol1/fastq/SRR748/SRR748241/SRR748241.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR748/SRR748241/SRR748241_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR748/SRR748241/SRR748241_2.fastq.gz	d91f93a00b0c89ba19b6f8bf1ad96f8a;4c8c7b5822c07c14bf13cd42b9d2afea;9fd448152f354bcd20377e1cbee3e660	PAIRED
SRR396888	ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396888/SRR396888_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396888/SRR396888_2.fastq.gz	1007d5eede13a73fd9e0c8cb6926fe92;ba05ef71e84fee7df81faa8fa7582e46	PAIRED
SRR396891	ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396891/SRR396891_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396891/SRR396891_2.fastq.gz	e1142da65b2ea6f2f968a85982ab903a;214c18c7c92e88813a5f217b6cb293e3	PAIRED
SRR396892	ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396892/SRR396892_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396892/SRR396892_2.fastq.gz	a39819d864cfc214fbc89a48a336727f;fbab172ab4d875a650e0c4638108a099	PAIRED
SRR396896	ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396896/SRR396896_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396896/SRR396896_2.fastq.gz	76e0596c16b329dc6cc82a772076f5e8;f3f2a055ba6996b218e5c365a8932407	PAIRED
SRR396899	ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396899/SRR396899_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396899/SRR396899_2.fastq.gz	d94aff53335884608122f9503117577e;8ab18d48cfc1ef535101afb70f460ae6	PAIRED
SRR396901	ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396901/SRR396901_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396901/SRR396901_2.fastq.gz	d0d0d4fdcd82277cdc1f7bb0aa423178;da7e0bac8d39b681a71121a5eb4d1235	PAIRED
SRR396903	ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396903/SRR396903_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396903/SRR396903_2.fastq.gz	49064da1abf6b286e08bcb037f3a3f17;c5139c270fd28d94b69853d066831368	PAIRED
SRR396907	ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396907/SRR396907_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396907/SRR396907_2.fastq.gz	23b43a11f6149db873d960373b059eed;44c6b7c6154167a0f233cb9aebd64b5f	PAIRED
SRR396908	ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396908/SRR396908_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396908/SRR396908_2.fastq.gz	74d4e2f0ef5e38b6eb8358c3b546f23c;dd0973c173359abd7607b5493d062f9c	PAIRED
SRR396914	ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396914/SRR396914_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396914/SRR396914_2.fastq.gz	d16ca659a0b6ebb5fe733e828dbf54ca;b8651adda24d2cf57be3bf0dda7d6fce	PAIRED
SRR396916	ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396916/SRR396916_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396916/SRR396916_2.fastq.gz	c8d005bed5f320373564850407d65554;e079f07e556a8654fb457449f3eb5b07	PAIRED
SRR396919	ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396919/SRR396919_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396919/SRR396919_2.fastq.gz	a65eff0afee9e76be8edc8d05fbbdcb0;0dbc86ed5bfd2bc3f28ad9e578329741	PAIRED
SRR396921	ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396921/SRR396921_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396921/SRR396921_2.fastq.gz	ccc94764c38f9fd8087833ed7d9e4562;3a79a5f038e284125f54aeefde4b3281	PAIRED
SRR396926	ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396926/SRR396926_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396926/SRR396926_2.fastq.gz	6bd92a91f2535e8e3362575aa14dabb2;50134d7d579f8239e18f24a32f19cbde	PAIRED
SRR396927	ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396927/SRR396927_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR396/SRR396927/SRR396927_2.fastq.gz	24a55450af3a94d838a56a16143eb1c8;06a8db4f73d85761d8b8c4baa12161ea	PAIRED
